Generation;Lower fitness;Higher fitness;Average fitness
163;196,8834228515625;3048,1533203125;1792,0003964459454
164;66,57172393798828;2619,65087890625;1655,3472840203178
165;66,57172393798828;3125,221923828125;1557,4777687072753
166;49,285865783691406;2827,0;1511,4890936957465
167;0,0;3047,12060546875;1410,805446073744
168;0,0;2486,836181640625;1421,8058716668022
169;38,85082244873047;2611,271484375;1521,031409991229
170;2,018519878387451;2875,0;1461,761778469439
171;0,0;2634,917724609375;1450,6770163642036
172;28,52375030517578;2619,65087890625;1426,054854527226
173;32,0;2619,65087890625;1411,001102814851
174;38,61463165283203;2421,469970703125;1358,3147032278555
175;1,1340000629425049;2491,0;1375,189505871137
176;0,0;2491,0;1451,966182284885
177;43,85073471069336;2827,0;1444,387709313852
178;49,285865783691406;2452,146484375;1393,9852714538574
179;32,0;2612,462158203125;1479,2487519440826
180;0,0;2471,75048828125;1394,338515274613
181;79,90230560302734;2611,623046875;1451,6298349168565
182;25,38536834716797;2619,65087890625;1553,8361933531585
183;49,285865783691406;2619,65087890625;1511,7502992700647
184;32,0;2827,0;1529,1806162233706
185;1,9673399925231934;2619,65087890625;1541,7073737020846
186;191,2904052734375;2508,43310546875;1483,0137823599357
187;0,0;2508,43310546875;1485,6965766059027
188;66,8078384399414;2450,574951171875;1480,3158883836534
189;32,23619079589844;2619,65087890625;1646,891002033375
190;169,58889770507812;2632,092041015625;1627,2542292842159
191;0,0;2619,65087890625;1613,957612044723
192;187,10244750976562;2619,65087890625;1670,6480574431243
193;49,285865783691406;3482,833984375;1624,1700501335993
194;0,0;3046,467529296875;1665,124993387858
195;202,0418243408203;2875,0;1646,3558432119864
196;38,61463165283203;2875,0;1663,5877514591923
197;0,0;2463,72412109375;1634,3846048708315
198;49,285865783691406;2632,67529296875;1550,963877190484
199;110,35792541503906;2619,65087890625;1659,1069312766747
200;203,0;2926,700439453125;1741,7849227905274
201;203,0;2413,6806640625;1667,7268153437863
202;32,0;2427,348876953125;1642,6489924678096
203;49,285865783691406;3322,39990234375;1791,5264861777978
204;203,0;2421,469970703125;1729,9526017930773
205;38,85082244873047;2619,65087890625;1768,8522695753309
206;49,285865783691406;3030,41259765625;1757,6963928505227
207;203,0;2491,0;1805,7845066211842
208;203,0;3029,667724609375;1787,0085445827908
209;32,0;2491,0;1740,3443838614005
210;32,0;2619,65087890625;1783,5470752292208
211;203,0;2619,65087890625;1762,29939038312
212;203,0;2464,354736328125;1788,927040947808
213;47,404518127441406;2629,04052734375;1647,3763521547671
214;66,57172393798828;2439,869384765625;1667,5262665642633
215;203,0;2418,636962890625;1712,8795162624783
216;203,0;2926,700439453125;1814,028680759006
217;99,57318878173828;2491,0;1770,9959602921097
218;203,0;2450,3681640625;1807,3545215747974
219;203,0;2419,33837890625;1882,181366192853
220;32,0;2619,65087890625;1804,6764846943042
221;32,0;2619,65087890625;1860,1264755249024
222;66,8078384399414;2619,65087890625;1823,866226337574
223;203,0;2491,0;1832,9334687409578
224;32,0;2421,469970703125;1807,9845530192058
225;32,0;2463,19677734375;1887,8035966661241
226;203,0;2464,819580078125;1851,4910797119142
227;180,53704833984375;2619,65087890625;1916,4464107937283
228;203,0;2491,0;1903,6173468695747
229;191,27093505859375;2619,65087890625;1917,0584914595993
230;180,48782348632812;2421,469970703125;1901,6409466778791
231;203,0;2612,462158203125;1881,1606794004088
232;32,0;2619,65087890625;1878,1417023835359
233;38,61463165283203;2926,700439453125;1856,5311900103534
234;32,0;3355,0;1967,385009539569
235;191,27093505859375;2465,9208984375;1936,05139759205
236;203,0;2619,65087890625;1937,339106467918
237;203,0;3355,0;1886,945065081561
238;203,0;2619,65087890625;1906,9576603642217
239;203,0;2619,65087890625;1880,742734781901
240;203,0;2629,499267578125;1901,9517795138888
241;203,0;2634,2802734375;1962,1260643853082
242;187,10244750976562;2633,277587890625;1945,3977361608434
243;203,0;2624,9208984375;1922,1735451027198
244;203,0;2491,0;1960,9966085928459
245;203,0;2423,810546875;1929,7524425365307
246;203,0;2454,68994140625;1932,9067522967302
247;203,0;2619,65087890625;1942,3862591213651
248;60,193206787109375;2619,65087890625;1873,2393799393265
249;203,0;2619,65087890625;1901,66279997649
250;203,0;2619,65087890625;2003,2596281828703
251;203,0;2611,271484375;2005,6758759675201
252;32,0;2619,65087890625;1963,8210151954934
253;191,27093505859375;2619,65087890625;2003,1129267939814
254;191,27093505859375;2619,65087890625;2004,0592630456995
255;203,0;2619,65087890625;1999,5742063169125
256;203,0;2455,791015625;2010,1805415400752
257;203,0;2619,65087890625;1949,1136069968895
258;203,0;2632,9111328125;2040,0463456895616
259;203,0;2418,636962890625;1947,4923380533853
260;203,0;2464,115966796875;2009,215680609809
261;191,27093505859375;2619,65087890625;2038,2403897885922
262;180,48782348632812;2422,037841796875;1991,816746351454
263;191,27093505859375;2632,67529296875;2034,1808388604059
264;203,0;2632,808837890625;1952,5173082139756
265;49,285865783691406;2467,232177734375;1967,9403798703795
266;32,0;2619,65087890625;1938,9430070665148
267;66,57172393798828;2418,636962890625;1966,9341888992874
268;203,0;2440,05126953125;1998,0516599301939
269;203,0;2428,34033203125;2051,6669190583407
270;203,0;2472,458740234375;1990,9562841344762
271;71,10078430175781;2472,458740234375;2020,2589227747035
272;191,27093505859375;2619,65087890625;1965,0858578152126
273;203,0;2619,65087890625;1933,5446237069589
274;203,0;2619,65087890625;1966,4363506175853
275;203,0;3048,33154296875;1965,2975689923321
276;180,48782348632812;2491,0;1974,6791195339626
277;203,0;2619,65087890625;2017,5526206687646
278;203,0;2619,65087890625;2064,9654842800564
279;203,0;3045,98486328125;2049,9208606861257
280;60,28656005859375;2423,810546875;2030,4910364221644
281;203,0;3044,269775390625;2056,9855315031828
282;88,8097915649414;3050,675537109375;2052,1508624606663
283;203,0;3045,262939453125;2063,75057599103
284;203,0;3045,262939453125;2068,5268382884838
285;203,0;3355,0;2113,368691225405
286;203,0;2619,65087890625;2089,0462448685257
287;203,0;2452,729248046875;2089,7225393789786
288;203,0;2463,930419921875;2049,4841631854024
289;203,0;2472,458740234375;2064,813007156937
290;191,24156188964844;2747,0;2130,32700720893
291;203,0;2619,65087890625;2061,3795959472654
292;203,0;2424,8515625;2114,9706176757813
293;203,0;2473,334228515625;2126,1824053729024
294;203,0;2632,67529296875;2110,8119689941404
295;203,0;2619,65087890625;2134,9804117838544
296;203,0;2472,458740234375;2184,3056597674336
297;203,0;2491,0;2122,95376473886
298;203,0;2619,65087890625;2133,545824517144
299;203,0;2619,65087890625;2135,6006343135127
